Algorithm,Input,Time,Date
bubbleSort,10000,99.06791499999999,20250711T0355
bubbleSort,25000,609.6044320000001,20250711T0355
bubbleSort,50000,2427.906191,20250711T0355
bubbleSort,75000,5234.917462,20250711T0355
bubbleSort,100000,8442.129263,20250711T0355
bubbleSort,125000,14907.403466,20250711T0355
bubbleSort,150000,21839.118701000003,20250711T0355
bubbleSort,175000,29222.685901999997,20250711T0355
bubbleSort,200000,36501.082135000004,20250711T0355
bubbleSort,10000,96.44521499999999,20250711T0356
bubbleSort,25000,595.284903,20250711T0356
bubbleSort,50000,2412.297641,20250711T0356
bubbleSort,75000,5411.496818,20250711T0356
bubbleSort,100000,9620.972290000002,20250711T0356
bubbleSort,125000,13472.779348,20250711T0356
bubbleSort,150000,19010.950889,20250711T0356
bubbleSort,175000,26175.380562,20250711T0356
bubbleSort,200000,33935.27152200001,20250711T0356
bubbleSort,10000,90.20424600000001,20250711T0358
bubbleSort,25000,528.535065,20250711T0358
bubbleSort,50000,2109.9614250000004,20250711T0358
bubbleSort,75000,5187.491827,20250711T0358
bubbleSort,100000,9793.003036,20250711T0358
bubbleSort,125000,14923.921128999998,20250711T0358
bubbleSort,150000,19006.231927999997,20250711T0358
bubbleSort,175000,25873.40402100001,20250711T0358
bubbleSort,200000,35083.12303,20250711T0358
bubbleSort,10000,100.86085900000002,20250712T0051
bubbleSort,25000,607.5383019999999,20250712T0051
bubbleSort,50000,2420.639504,20250712T0051
bubbleSort,75000,5414.259656,20250712T0051
bubbleSort,100000,9585.127997999998,20250712T0051
bubbleSort,125000,13274.966518999998,20250712T0051
bubbleSort,150000,19005.407719000003,20250712T0051
bubbleSort,175000,25876.597828000005,20250712T0051
bubbleSort,200000,38188.83253,20250712T0051
bubbleSort,10000,94.38909799999999,20250712T0053
bubbleSort,25000,589.50243,20250712T0053
bubbleSort,50000,2384.818135,20250712T0053
bubbleSort,75000,5344.870771000001,20250712T0053
bubbleSort,100000,8906.788971000002,20250712T0053
bubbleSort,125000,13198.881489,20250712T0053
bubbleSort,150000,19008.592407,20250712T0053
bubbleSort,175000,25876.785249000008,20250712T0053
bubbleSort,200000,37209.723899000004,20250712T0053
bubbleSort,10000,95.412703,20250712T0055
bubbleSort,25000,591.088494,20250712T0055
bubbleSort,50000,2389.800026,20250712T0055
bubbleSort,75000,5367.786726,20250712T0055
bubbleSort,100000,9514.861651000001,20250712T0055
bubbleSort,125000,14873.931632,20250712T0055
bubbleSort,150000,21363.278561,20250712T0055
bubbleSort,175000,25889.382426999997,20250712T0055
bubbleSort,200000,33810.153164,20250712T0055
bubbleSort,10000,97.64415699999999,20250712T0057
bubbleSort,25000,602.8376939999999,20250712T0057
bubbleSort,50000,2141.1322529999998,20250712T0057
bubbleSort,75000,4746.925469,20250712T0057
bubbleSort,100000,8442.348842,20250712T0057
bubbleSort,125000,13199.875994999999,20250712T0057
bubbleSort,150000,20288.877375,20250712T0057
bubbleSort,175000,27568.353225000006,20250712T0057
bubbleSort,200000,36849.112876,20250712T0057
bubbleSort,10000,89.81592500000001,20250712T0059
bubbleSort,25000,527.8902860000001,20250712T0059
bubbleSort,50000,2111.8136919999997,20250712T0059
bubbleSort,75000,4748.609424,20250712T0059
bubbleSort,100000,8443.242165,20250712T0059
bubbleSort,125000,13200.577002,20250712T0059
bubbleSort,150000,19015.391172000003,20250712T0059
bubbleSort,175000,25882.389398,20250712T0059
bubbleSort,200000,33834.332358,20250712T0059
bubbleSort,10000,98.12561500000001,20250712T0101
bubbleSort,25000,604.3435039999999,20250712T0101
bubbleSort,50000,2436.207377,20250712T0101
bubbleSort,75000,5456.170971,20250712T0101
bubbleSort,100000,9662.208830999998,20250712T0101
bubbleSort,125000,15029.079686000005,20250712T0101
bubbleSort,150000,21473.267635999997,20250712T0101
bubbleSort,175000,28958.352688999992,20250712T0101
bubbleSort,200000,33816.508642999994,20250712T0101
bubbleSort,10000,92.40872499999999,20250712T0103
bubbleSort,25000,529.194558,20250712T0103
bubbleSort,50000,2117.604531,20250712T0103
bubbleSort,75000,4753.52225,20250712T0103
bubbleSort,100000,8444.634981,20250712T0103
bubbleSort,125000,15147.089474,20250712T0103
bubbleSort,150000,21690.44127,20250712T0103
bubbleSort,175000,29283.474479000004,20250712T0103
bubbleSort,200000,38072.10813000001,20250712T0103
bubbleSort,10000,94.353208,20250712T0105
bubbleSort,25000,586.737375,20250712T0105
bubbleSort,50000,2371.713364,20250712T0105
bubbleSort,75000,5335.663377,20250712T0105
bubbleSort,100000,9468.284744,20250712T0105
bubbleSort,125000,14814.070092999998,20250712T0105
bubbleSort,150000,19063.740704000003,20250712T0105
bubbleSort,175000,25877.426979999997,20250712T0105
bubbleSort,200000,33797.270579,20250712T0105
bubbleSort,10000,97.23860299999998,20250712T0107
bubbleSort,25000,604.283198,20250712T0107
bubbleSort,50000,2435.7532,20250712T0107
bubbleSort,75000,5461.973563999999,20250712T0107
bubbleSort,100000,8807.625749,20250712T0107
bubbleSort,125000,13200.723321999998,20250712T0107
bubbleSort,150000,19011.02266,20250712T0107
bubbleSort,175000,26294.896222999996,20250712T0107
bubbleSort,200000,33917.52255400001,20250712T0107
bubbleSort,10000,99.488734,20250712T0109
bubbleSort,25000,607.800273,20250712T0109
bubbleSort,50000,2449.225948,20250712T0109
bubbleSort,75000,5485.681721,20250712T0109
bubbleSort,100000,9678.555466,20250712T0109
bubbleSort,125000,13712.44066,20250712T0109
bubbleSort,150000,19014.537965000003,20250712T0109
bubbleSort,175000,25879.052726,20250712T0109
bubbleSort,200000,33825.179852999994,20250712T0109
bubbleSort,10000,89.87967799999998,20250712T0912
bubbleSort,25000,526.9248160000001,20250712T0912
bubbleSort,50000,2111.474432,20250712T0912
bubbleSort,75000,5031.69363,20250712T0912
bubbleSort,100000,9386.964863,20250712T0912
