Algorithm,Input,Time,Date
binarySearch,10000000,0.01712100000000305,20250711T0553
binarySearch,50000000,0.013253000000020165,20250711T0553
binarySearch,100000000,0.013706000000070162,20250711T0553
binarySearch,200000000,0.015015999999832275,20250711T0553
binarySearch,300000000,0.014883999999938169,20250711T0553
binarySearch,400000000,0.013846999999714171,20250711T0553
binarySearch,500000000,0.013843000000633765,20250711T0553
binarySearch,600000000,0.013597000000117987,20250711T0553
binarySearch,700000000,0.01387800000156858,20250711T0553
binarySearch,800000000,0.012630999999601045,20250711T0553
binarySearch,900000000,0.011109999999462161,20250711T0553
binarySearch,1000000000,0.011156999999002437,20250711T0553
binarySearch,10000000,0.017414999999999736,20250711T0554
binarySearch,50000000,0.013123000000007323,20250711T0554
binarySearch,100000000,0.012073999999984153,20250711T0554
binarySearch,200000000,0.014217000000144253,20250711T0554
binarySearch,300000000,0.014428000000179964,20250711T0554
binarySearch,400000000,0.013958000000002357,20250711T0554
binarySearch,500000000,0.013047000000369735,20250711T0554
binarySearch,600000000,0.01333599999998114,20250711T0554
binarySearch,700000000,0.013993000000482425,20250711T0554
binarySearch,800000000,0.013003999998545623,20250711T0554
binarySearch,900000000,0.011497000001327251,20250711T0554
binarySearch,1000000000,0.010223999999652733,20250711T0554
binarySearch,10000000,0.017303999999995767,20250711T0554
binarySearch,50000000,0.012743999999997868,20250711T0554
binarySearch,100000000,0.013356000000044332,20250711T0554
binarySearch,200000000,0.013946999999916443,20250711T0554
binarySearch,300000000,0.015537999999878593,20250711T0554
binarySearch,400000000,0.02157600000009552,20250711T0554
binarySearch,500000000,0.014076000000386557,20250711T0554
binarySearch,600000000,0.013678999999683583,20250711T0554
binarySearch,700000000,0.014767000000574626,20250711T0554
binarySearch,800000000,0.01216500000009546,20250711T0554
binarySearch,900000000,0.011827000000266708,20250711T0554
binarySearch,1000000000,0.010925999999017222,20250711T0554
binarySearch,10000000,0.02054099999999437,20250712T0731
binarySearch,50000000,0.012667999999962376,20250712T0731
binarySearch,100000000,0.011374999999929969,20250712T0731
binarySearch,200000000,0.01329899999996087,20250712T0731
binarySearch,300000000,0.015300999999908527,20250712T0731
binarySearch,400000000,0.014422000000195112,20250712T0731
binarySearch,500000000,0.014555000000655127,20250712T0731
binarySearch,600000000,0.01456400000006397,20250712T0731
binarySearch,700000000,0.014595000000554137,20250712T0731
binarySearch,800000000,0.013520999998945626,20250712T0731
binarySearch,900000000,0.011114000000816304,20250712T0731
binarySearch,1000000000,0.010962999998810119,20250712T0731
binarySearch,10000000,0.020218999999997322,20250712T0731
binarySearch,50000000,0.012295999999992091,20250712T0731
binarySearch,100000000,0.013006000000018503,20250712T0731
binarySearch,200000000,0.013987000000042826,20250712T0731
binarySearch,300000000,0.013418000000001484,20250712T0731
binarySearch,400000000,0.013634999999794672,20250712T0731
binarySearch,500000000,0.013639000000694068,20250712T0731
binarySearch,600000000,0.013809000000037486,20250712T0731
binarySearch,700000000,0.014683999999761,20250712T0731
binarySearch,800000000,0.013423999998849467,20250712T0731
binarySearch,900000000,0.011046999999962281,20250712T0731
binarySearch,1000000000,0.010951000000204658,20250712T0731
binarySearch,10000000,0.020479000000008796,20250712T0732
binarySearch,50000000,0.013834999999971842,20250712T0732
binarySearch,100000000,0.010644999999954052,20250712T0732
binarySearch,200000000,0.014194999999972424,20250712T0732
binarySearch,300000000,0.01484600000003411,20250712T0732
binarySearch,400000000,0.01381500000024971,20250712T0732
binarySearch,500000000,0.018118999999387597,20250712T0732
binarySearch,600000000,0.015042999999423046,20250712T0732
binarySearch,700000000,0.013880000000426662,20250712T0732
binarySearch,800000000,0.013687999999092426,20250712T0732
binarySearch,900000000,0.011873000001287437,20250712T0732
binarySearch,1000000000,0.01183599999967555,20250712T0732
binarySearch,10000000,0.01912699999999745,20250712T0732
binarySearch,50000000,0.01135400000001141,20250712T0732
binarySearch,100000000,0.010513999999943735,20250712T0732
binarySearch,200000000,0.013775000000123327,20250712T0732
binarySearch,300000000,0.021376000000145723,20250712T0732
binarySearch,400000000,0.014461000000210333,20250712T0732
binarySearch,500000000,0.011531000000104541,20250712T0732
binarySearch,600000000,0.013939000000391388,20250712T0732
binarySearch,700000000,0.013601999999082182,20250712T0732
binarySearch,800000000,0.013154000000213273,20250712T0732
binarySearch,900000000,0.011121999999886611,20250712T0732
binarySearch,1000000000,0.010852000001250417,20250712T0732
